val_ids,dumbpredwtags
RIGA/REFUGE_3/Unlabeled/g0001.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0002.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0003.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0004.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0005.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0006.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0007.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0008.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0009.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0010.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0011.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0012.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0013.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0014.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0015.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0016.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0017.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0018.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0019.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0020.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0031.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0032.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0033.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0034.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0035.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0036.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0037.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0038.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0039.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/g0040.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/n0001.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/n0002.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/n0003.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/n0004.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/n0005.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/n0006.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/n0007.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/n0008.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/n0009.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/n0010.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/n0011.tif,"[36331, 15125]"
RIGA/REFUGE_3/Unlabeled/n0012.tif,"[36331, 15125]"
