val_ids,dumbpredwtags
RIGA/REFUGE_4/Unlabeled/g0001.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0002.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0003.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0004.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0005.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0006.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0007.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0008.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0009.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0010.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0011.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0012.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0013.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0014.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0015.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0016.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0017.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0018.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0019.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0020.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0021.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0022.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0023.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0024.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0025.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0026.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0027.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0028.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0029.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/g0030.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0001.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0002.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0003.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0004.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0005.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0006.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0007.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0008.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0009.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0010.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0011.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0012.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0013.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0014.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0015.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0016.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0017.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0018.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0019.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0020.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0021.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0022.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0023.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0024.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0025.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0026.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0027.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0028.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0029.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0030.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0031.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0032.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0033.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0034.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0035.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0036.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0037.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0038.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0039.tif,"[36331, 15125]"
RIGA/REFUGE_4/Unlabeled/n0040.tif,"[36331, 15125]"
