val_ids,dumbpredwtags
RIGA/MESSIDOR_Base2/Unlabeled/20051216_43814_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_43913_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_44635_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_44660_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_44961_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_45076_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_45100_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_45226_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_45245_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_45351_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_45375_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_45478_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_45595_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_45619_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_45757_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_45873_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_45992_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_46018_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_46156_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_46624_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_46660_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_46827_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_47000_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_47024_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_47514_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_47536_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_47668_0200_PP.tif,"[16814, 5280]"
RIGA/MESSIDOR_Base2/Unlabeled/20051216_47703_0200_PP.tif,"[16814, 5280]"
